#
# contig_name	read_name
#
loci2_rep_c21	SGN-U562649-113|
loci2_rep_c21	SGN-L113-AJ272026|
loci2_rep_c21	SGN-L113-BT013196|
loci2_rep_c21	SGN-L113-AK246861.1|
loci2_rep_c21	SGN-L113-AF384374|
loci2_rep_c21	SGN-L113-U20595|
loci2_rep_c21	SGN-L113-AJ308482|
loci2_rep_c21	SGN-L113-AJ308481|
loci2_rep_c22	SGN-U580538-1045|
loci2_rep_c22	SGN-L1045-Z54099|
loci2_rep_c22	SGN-L1045-U38666|
loci2_rep_c22	SGN-L1045-BT013741|
loci2_rep_c22	SGN-U592997-1045|
loci2_rep_c23	SGN-L1330-AJ006380|
loci2_rep_c23	SGN-L1330-AJ006376|
loci2_rep_c23	SGN-U577337-1330|
loci2_rep_c24	SGN-L1386-AJ012796|
loci2_rep_c24	SGN-L1386-AF154421|
loci2_rep_c24	SGN-L8214-AF154421|
loci2_rep_c25	SGN-L336-AY382678|
loci2_rep_c25	SGN-U586981-5371|
loci2_rep_c25	SGN-U586981-336|
loci2_rep_c26	SGN-L875-AY008278|
loci2_rep_c26	SGN-U590203-875|
loci2_rep_c26	SGN-U577893-875|
loci2_rep_c26	SGN-L875-X94945|
loci2_rep_c27	SGN-L694-AJ132224|
loci2_rep_c27	SGN-U579712-694|
loci2_rep_c27	SGN-L694-BT012969|
loci2_rep_c27	SGN-L497-M69248|
loci2_rep_c27	SGN-L497-X68738|
loci2_rep_c27	SGN-L5217-DQ159948|
loci2_c28	SGN-U570676-5340|
loci2_c28	SGN-L5340-GQ144955.1|
loci2_c28	SGN-L5340-DQ307489|
loci2_rep_c29	SGN-L22-AK246297.1|
loci2_rep_c29	SGN-U578930-21|
loci2_rep_c29	SGN-U578930-23|
loci2_rep_c29	SGN-U578930-992|
loci2_rep_c29	SGN-U578930-22|
loci2_rep_c29	SGN-L22-AF123255|
loci2_rep_c29	SGN-L22-AY150040|
loci2_rep_c29	SGN-L23-AF123256|
loci2_rep_c29	SGN-L22-X56138|
loci2_rep_c30	SGN-U567040-1423|
loci2_rep_c30	SGN-L1423-AY726439|
loci2_rep_c30	SGN-L1423-AB051216|
loci2_rep_c31	SGN-L5371-AY394002|
loci2_rep_c31	SGN-U566676-336|
loci2_rep_c31	SGN-U566676-5371|
loci2_rep_c32	SGN-U568537-1612|
loci2_rep_c32	SGN-L1612-AF195507|
loci2_rep_c32	SGN-L1612-DQ412572|
loci2_rep_c32	SGN-L1612-EF650012.1|
loci2_rep_c33	SGN-L463-AJ937282|
loci2_rep_c33	SGN-L463-DQ115325|
loci2_rep_c33	SGN-L463-BT013567|
loci2_rep_c33	SGN-U568849-463|
loci2_rep_c33	SGN-L463-AJ249996|
loci2_rep_c33	SGN-L463-AF022015|
loci2_rep_c34	SGN-U578891-879|
loci2_rep_c34	SGN-U592535-879|
loci2_rep_c34	SGN-L879-U09026|
loci2_rep_c34	SGN-U577188-879|
loci2_rep_c35	SGN-L1296-AF448522|
loci2_rep_c35	SGN-U578471-1296|
loci2_rep_c35	SGN-U578471-5429|
loci2_rep_c35	SGN-L1296-AK246144.1|
loci2_rep_c35	SGN-L1296-DQ157795|
loci2_rep_c35	SGN-L1296-DQ157796|
loci2_rep_c35	SGN-L1296-DQ267532|
loci2_rep_c36	SGN-L854-AF510743|
loci2_rep_c36	SGN-U578637-854|
loci2_rep_c36	SGN-U578637-33|
loci2_rep_c36	SGN-U578637-5600|
loci2_rep_c36	SGN-L33-BT012759|
loci2_rep_c36	SGN-L33-DQ056435|
loci2_rep_c36	SGN-U592759-33|
loci2_c37	SGN-U564727-769|
loci2_c37	SGN-L769-AK247799.1|
loci2_c37	SGN-L769-X73635|
loci2_c37	SGN-L769-BT012833|
loci2_rep_c38	SGN-L490-AY559314|
loci2_rep_c38	SGN-L489-AY275554|
loci2_rep_c38	SGN-L4227-AY275554|
loci2_rep_c38	SGN-U564955-490|
loci2_rep_c38	SGN-L490-BT014126|
loci2_rep_c38	SGN-U564955-489|
loci2_rep_c38	SGN-L490-AY192369|
loci2_rep_c39	SGN-L5074-AK247039.1|
loci2_rep_c39	SGN-U576287-5074|
loci2_rep_c39	SGN-L5074-AY662518|
loci2_rep_c40	SGN-U580437-1156|
loci2_rep_c40	SGN-L1156-AY013252|
loci2_rep_c40	SGN-L1156-AF201661|
loci2_rep_c40	SGN-L1156-AF161706|
loci2_rep_c41	SGN-L482-U41103|
loci2_rep_c41	SGN-U578092-482|
loci2_rep_c41	SGN-L482-AF043084|
loci2_rep_c42	SGN-U580132-5155|
loci2_rep_c42	SGN-L5155-BT014583|
loci2_rep_c42	SGN-L5155-AY177247|
loci2_rep_c42	SGN-L5155-AJ278021|
loci2_rep_c43	SGN-L200-AF154424|
loci2_rep_c43	SGN-U581494-200|
loci2_rep_c43	SGN-L200-BT013778|
loci2_rep_c44	SGN-L91-AF258812|
loci2_rep_c44	SGN-U595562-91|
loci2_c45	SGN-U584440-5057|
loci2_c45	SGN-L5057-EU095496.1|
loci2_c45	SGN-L5057-BT013850|
loci2_rep_c46	SGN-L483-U47279|
loci2_rep_c46	SGN-U580101-483|
loci2_rep_c46	SGN-L483-AF043085|
loci2_rep_c46	SGN-L483-AK246491.1|
loci2_c47	SGN-U567167-607|
loci2_c47	SGN-L607-BT014629|
loci2_c47	SGN-L607-AF435086|
loci2_rep_c48	SGN-L963-AK247428.1|
loci2_rep_c48	SGN-U563022-963|
loci2_rep_c48	SGN-L963-AJ000728|
loci2_rep_c48	SGN-L963-AY691330|
loci2_rep_c49	SGN-U585761-445|
loci2_rep_c49	SGN-L445-AF328784|
loci2_rep_c49	SGN-L445-BT014329|
loci2_rep_c50	SGN-U578421-364|
loci2_rep_c50	SGN-L364-AF172856|
loci2_rep_c50	SGN-L364-AJ003137|
loci2_rep_c50	SGN-L364-M21444|
loci2_rep_c51	SGN-U579393-461|
loci2_rep_c51	SGN-L461-BT013094|
loci2_rep_c51	SGN-L461-X58108|
loci2_rep_c51	SGN-L461-AK246687.1|
loci2_rep_c51	SGN-U591568-461|
loci2_rep_c51	SGN-U591201-461|
loci2_rep_c51	SGN-L461-AF096253|
loci2_c52	SGN-L5060-EF151131.1|
loci2_c52	SGN-U580026-5060|
loci2_c52	SGN-L5060-BT013212|
loci2_c52	SGN-U579539-5060|
loci2_c53	SGN-L1090-AF029349|
loci2_c53	SGN-U584902-1090|
loci2_c53	SGN-L1090-AK247048.1|
loci2_c53	SGN-L1090-AF030292|
loci2_c54	SGN-L5071-AK247212.1|
loci2_c54	SGN-U583830-5071|
loci2_c54	SGN-L5071-EF426861.1|
loci2_rep_c55	SGN-L187-AY438027|
loci2_rep_c55	SGN-L1223-AY438027|
loci2_rep_c56	SGN-U565728-1027|
loci2_rep_c56	SGN-L1027-AF332959|
loci2_rep_c56	SGN-L1027-AF347613|
loci2_rep_c57	SGN-L1048-AK247756.1|
loci2_rep_c57	SGN-U586107-1048|
loci2_rep_c57	SGN-L1048-AY640379|
loci2_rep_c57	SGN-U587441-1048|
loci2_rep_c58	SGN-L887-AJ002140|
loci2_rep_c58	SGN-U569088-887|
loci2_rep_c59	SGN-U567396-5064|
loci2_rep_c59	SGN-L5064-AK247733.1|
loci2_rep_c59	SGN-L5064-DQ399825|
loci2_rep_c59	SGN-L5064-DQ087265|
loci2_rep_c60	SGN-U583190-5204|
loci2_rep_c60	SGN-L5204-BT012802|
loci2_rep_c60	SGN-L5204-AF308938|
loci2_rep_c60	SGN-U596336-5204|
loci2_rep_c61	SGN-L5210-M21775|
loci2_rep_c61	SGN-U580902-5210|
loci2_rep_c61	SGN-L5210-AK224807|
loci2_rep_c61	SGN-U592049-5210|
loci2_rep_c62	SGN-L153-AY656837|
loci2_rep_c62	SGN-U567876-153|
loci2_rep_c62	SGN-U567876-154|
loci2_rep_c62	SGN-L153-BT013286|
loci2_rep_c63	SGN-L1599-EF534740.1|
loci2_rep_c63	SGN-L1599-EF157835.1|
loci2_rep_c64	SGN-U579865-5147|
loci2_rep_c64	SGN-L5147-AY723733|
loci2_rep_c64	SGN-L5147-DQ537342|
loci2_rep_c64	SGN-L5147-AF259801|
loci2_rep_c64	SGN-L5147-AY723734|
loci2_rep_c64	SGN-L5147-DQ537343|
loci2_rep_c64	SGN-L5147-DQ537341|
loci2_rep_c64	SGN-U578207-5147|
loci2_rep_c65	SGN-U577457-5046|
loci2_rep_c65	SGN-L5046-EU344815.1|
loci2_rep_c65	SGN-L5046-AK247090.1|
loci2_rep_c66	SGN-L687-AJ457051|
loci2_rep_c66	SGN-U588604-687|
loci2_rep_c67	SGN-U579643-26|
loci2_rep_c67	SGN-L26-Y12090|
loci2_rep_c67	SGN-L26-BT013675|
loci2_rep_c68	SGN-L11-M63490|
loci2_rep_c68	SGN-U583839-11|
loci2_rep_c68	SGN-L11-X59146|
loci2_rep_c68	SGN-U589568-11|
loci2_rep_c68	SGN-L11-M38705|
loci2_rep_c68	SGN-L11-M83329|
loci2_rep_c69	SGN-L5195-BT013322|
loci2_rep_c69	SGN-U580321-5195|
loci2_rep_c69	SGN-U580321-5211|
loci2_rep_c69	SGN-L5195-AF243524|
loci2_rep_c69	SGN-L5211-AF243523|
loci2_rep_c69	SGN-L5211-AH009616.1|
loci2_rep_c70	SGN-L5324-DQ020639|
loci2_rep_c70	SGN-U599255-5324|
loci2_rep_c71	SGN-U583114-1492|
loci2_rep_c71	SGN-L1492-BT013583|
loci2_rep_c71	SGN-L1492-AY182777|
loci2_rep_c71	SGN-U583112-1492|
loci2_rep_c72	SGN-U563306-1578|
loci2_rep_c72	SGN-L1578-BT013814|
loci2_rep_c72	SGN-L1578-AJ310676|
loci2_rep_c73	SGN-L993-AY261512|
loci2_rep_c73	SGN-U576603-993|
loci2_rep_c73	SGN-L993-BT014042|
loci2_rep_c73	SGN-L993-AJ535702|
loci2_c74	SGN-U571043-118|
loci2_c74	SGN-L118-AB073310|
loci2_c74	SGN-L118-AF429985|
loci2_rep_c75	SGN-L1224-BT013052|
loci2_rep_c75	SGN-U579408-1224|
loci2_rep_c75	SGN-L1224-AK224651|
loci2_rep_c75	SGN-L1224-X57076|
loci2_rep_c76	SGN-U581813-49|
loci2_rep_c76	SGN-L49-U81034|
loci2_rep_c76	SGN-L49-U85496|
loci2_rep_c77	SGN-U585764-446|
loci2_rep_c77	SGN-L446-AF328786|
loci2_rep_c77	SGN-L446-BT013690|
loci2_rep_c78	SGN-L1328-AK246753.1|
loci2_rep_c78	SGN-U577553-1328|
loci2_rep_c78	SGN-L1328-AY294330|
loci2_rep_c78	SGN-L1328-X60480|
loci2_rep_c78	SGN-L1328-X60758|
loci2_rep_c78	SGN-L1328-AY306153|
loci2_c79	SGN-L239-AB218598|
loci2_c79	SGN-U585307-239|
loci2_c79	SGN-L239-BT013681|
loci2_c79	SGN-U595775-239|
loci2_c80	SGN-L1301-U28403|
loci2_c80	SGN-U566372-1301|
loci2_rep_c81	SGN-U564276-1185|
loci2_rep_c81	SGN-U564276-1305|
loci2_rep_c82	SGN-L5107-AF233745|
loci2_rep_c82	SGN-U579474-5107|
loci2_rep_c82	SGN-U579474-5512|
loci2_rep_c82	SGN-L5107-AK246328.1|
loci2_rep_c82	SGN-U593063-5107|
loci2_rep_c82	SGN-U593063-5512|
loci2_c83	SGN-L5188-BT013576|
loci2_c83	SGN-U572549-5188|
loci2_c83	SGN-L5188-AY079049|
loci2_rep_c84	SGN-U566833-776|
loci2_rep_c84	SGN-L776-AK247219.1|
loci2_rep_c84	SGN-L776-EF091571.1|
loci2_rep_c85	SGN-U567193-5043|
loci2_rep_c85	SGN-L5043-BT013137|
loci2_rep_c85	SGN-L5043-EU503151.1|
loci2_c86	SGN-L1227-AJ715533|
loci2_c86	SGN-L1227-AM180939|
loci2_c86	SGN-U567234-1227|
loci2_rep_c87	SGN-U567875-153|
loci2_rep_c87	SGN-U586939-154|
loci2_rep_c87	SGN-U567875-154|
loci2_rep_c87	SGN-U586939-153|
loci2_rep_c87	SGN-L154-AY656838|
loci2_c88	SGN-L759-AF242356|
loci2_c88	SGN-U603505-759|
loci2_rep_c89	SGN-U575256-1362|
loci2_rep_c89	SGN-L1362-U49330|
loci2_rep_c89	SGN-L1362-BT014599|
loci2_rep_c90	SGN-U578618-1148|
loci2_rep_c90	SGN-L1148-AF022873|
loci2_rep_c90	SGN-L1148-Y14214|
loci2_rep_c91	SGN-U569012-5075|
loci2_rep_c91	SGN-L5075-DQ399831|
loci2_rep_c91	SGN-L5075-BT014410|
loci2_rep_c91	SGN-U597001-5075|
loci2_rep_c92	SGN-U574947-678|
loci2_rep_c92	SGN-L678-BT013613|
loci2_rep_c92	SGN-L678-AK247278.1|
loci2_rep_c92	SGN-L678-X91212|
loci2_c93	SGN-U584674-5270|
loci2_c93	SGN-L5270-DQ011649|
loci2_c93	SGN-U589225-5270|
loci2_rep_c94	SGN-L5143-AK247451.1|
loci2_rep_c94	SGN-U569734-5143|
loci2_rep_c95	SGN-U580757-537|
loci2_rep_c95	SGN-L4457-AAC73051.1|
loci2_rep_c95	SGN-L537-AAC73051.1|
loci2_rep_c95	SGN-L537-BT013910|
loci2_c96	SGN-L722-BT014529|
loci2_c96	SGN-U572855-722|
loci2_c96	SGN-L722-AF017252|
loci2_rep_c97	SGN-L110-AF258808|
loci2_rep_c97	SGN-L110-U82559|
loci2_c98	SGN-L5063-AK247848.1|
loci2_c98	SGN-U570379-5063|
loci2_c99	SGN-L1186-AJ717346|
loci2_c99	SGN-U574390-1186|
loci2_rep_c100	SGN-U577798-372|
loci2_rep_c100	SGN-L372-AF001270|
loci2_rep_c100	SGN-L372-L36647|
loci2_rep_c100	SGN-U592937-372|
loci2_c101	SGN-L5189-BT013539|
loci2_c101	SGN-U579962-5189|
loci2_c101	SGN-L5189-AF403444|
loci2_rep_c102	SGN-U565282-5131|
loci2_rep_c102	SGN-L5131-BT012948|
loci2_rep_c102	SGN-L5131-AK224715|
loci2_rep_c102	SGN-L5131-AY490244|
loci2_rep_c102	SGN-U588149-5131|
loci2_rep_c103	SGN-L961-AY046588|
loci2_rep_c103	SGN-U579631-961|
loci2_rep_c103	SGN-L961-AY046589|
loci2_rep_c103	SGN-L961-AY034075|
loci2_rep_c104	SGN-U570910-5411|
loci2_rep_c104	SGN-L5411-AY240229|
loci2_rep_c104	SGN-L8343-AB359916.1|
loci2_rep_c105	SGN-L1146-AF305968|
loci2_rep_c105	SGN-U571099-831|
loci2_rep_c105	SGN-U571099-830|
loci2_rep_c105	SGN-U571099-1146|
loci2_rep_c105	SGN-L1146-AJ459815|
loci2_rep_c106	SGN-L205-BT013065|
loci2_rep_c106	SGN-U564000-205|
loci2_rep_c106	SGN-L205-DQ205342|
loci2_rep_c106	SGN-U564015-205|
loci2_rep_c107	SGN-U578585-5156|
loci2_rep_c107	SGN-L5156-BT012959|
loci2_rep_c107	SGN-L5156-X80840|
loci2_rep_c108	SGN-L763-AB004558|
loci2_rep_c108	SGN-L763-AF506005|
loci2_rep_c108	SGN-U584136-763|
loci2_rep_c109	SGN-U567908-1588|
loci2_rep_c109	SGN-L1588-DQ056434|
loci2_rep_c109	SGN-L1588-AY155579|
loci2_rep_c109	SGN-L1588-AK246153.1|
loci2_rep_c110	SGN-U570109-197|
loci2_rep_c110	SGN-L197-AF254793|
loci2_rep_c110	SGN-L197-Y18297|
loci2_rep_c110	SGN-L197-AM181172|
loci2_rep_c111	SGN-L499-BT012965|
loci2_rep_c111	SGN-U578479-499|
loci2_rep_c111	SGN-L499-AF112368|
loci2_rep_c111	SGN-L499-AF096252|
loci2_rep_c112	SGN-L5281-EF175474.1|
loci2_rep_c112	SGN-L5560-EF175474.1|
loci2_rep_c112	SGN-U573827-5281|
loci2_rep_c113	SGN-L347-AY179606|
loci2_rep_c113	SGN-U574182-347|
loci2_rep_c114	SGN-L241-AJ849375|
loci2_rep_c114	SGN-U577363-241|
loci2_rep_c114	SGN-L241-BT012991|
loci2_rep_c114	SGN-L241-AK246472.1|
loci2_rep_c115	SGN-U580664-789|
loci2_rep_c115	SGN-L5438-AF321984|
loci2_rep_c115	SGN-U580664-5438|
loci2_rep_c115	SGN-L789-AJ224931|
loci2_rep_c115	SGN-L789-AK246681.1|
loci2_rep_c115	SGN-U592312-5438|
loci2_rep_c115	SGN-U592312-789|
loci2_rep_c116	SGN-U577684-5073|
loci2_rep_c116	SGN-L5073-AK247081.1|
loci2_rep_c116	SGN-L5073-FJ648424.1|
loci2_rep_c117	SGN-L238-AF198258|
loci2_rep_c117	SGN-U585112-5459|
loci2_rep_c117	SGN-U585112-238|
loci2_rep_c118	SGN-L5181-AF328858|
loci2_rep_c118	SGN-L5181-BT014099|
loci2_rep_c118	SGN-U571835-5181|
loci2_rep_c119	SGN-L5459-AF198259|
loci2_rep_c119	SGN-U594698-5459|
loci2_rep_c119	SGN-U594698-238|
loci2_rep_c120	SGN-L233-AJ717348|
loci2_rep_c120	SGN-U583290-233|
loci2_rep_c120	SGN-L233-EF467279.1|
loci2_rep_c121	SGN-U584137-765|
loci2_rep_c121	SGN-U587099-765|
loci2_rep_c121	SGN-L765-AF506007|
loci2_rep_c121	SGN-L765-X91392|
loci2_rep_c121	SGN-U587101-765|
loci2_rep_c122	SGN-L5429-AF448523|
loci2_rep_c122	SGN-U579014-5429|
loci2_rep_c122	SGN-U579014-903|
loci2_rep_c123	SGN-L808-AB219939|
loci2_rep_c123	SGN-U573795-808|
loci2_rep_c123	SGN-U588218-808|
loci2_rep_c124	SGN-U581565-1111|
loci2_rep_c124	SGN-L1111-AK247107.1|
loci2_rep_c124	SGN-L1111-AJ635323|
loci2_rep_c124	SGN-L1111-AJ635324|
loci2_rep_c125	SGN-U577484-151|
loci2_rep_c125	SGN-L151-BT014449|
loci2_rep_c125	SGN-L151-Z47980|
loci2_rep_c125	SGN-L151-AK246998.1|
loci2_rep_c125	SGN-L151-X99148|
loci2_rep_c126	SGN-L795-BT012967|
loci2_rep_c126	SGN-U582604-795|
loci2_rep_c126	SGN-L795-AB022687|
loci2_rep_c126	SGN-L795-AK246461.1|
loci2_c127	SGN-L5121-EF375558.1|
loci2_c127	SGN-L5121-BT013625|
loci2_rep_c128	SGN-L876-BT013936|
loci2_rep_c128	SGN-U578028-876|
loci2_rep_c128	SGN-U592160-876|
loci2_rep_c129	SGN-L5502-Z21792|
loci2_rep_c129	SGN-U581552-1467|
loci2_rep_c129	SGN-U581552-5502|
loci2_rep_c130	SGN-U569990-1259|
loci2_rep_c130	SGN-L1259-BT014288|
loci2_rep_c130	SGN-L1259-AJ243875|
loci2_rep_c130	SGN-L1259-AJ270958|
loci2_rep_c131	SGN-L5312-AY866434|
loci2_rep_c131	SGN-U563423-5312|
loci2_rep_c132	SGN-L1531-AF272366|
loci2_rep_c132	SGN-U566704-1531|
loci2_c133	SGN-L899-EF650013.1|
loci2_c133	SGN-L899-X86452|
loci2_c133	SGN-L899-AM181167|
loci2_rep_c134	SGN-U584648-356|
loci2_rep_c134	SGN-L356-AJ243453|
loci2_rep_c134	SGN-L356-BT013595|
loci2_c135	SGN-L1302-Y10403|
loci2_c135	SGN-U577143-1302|
loci2_c135	SGN-L1302-EU408342.1|
loci2_rep_c136	SGN-L5100-BT012973|
loci2_rep_c136	SGN-U567805-5100|
loci2_rep_c136	SGN-U567805-1117|
loci2_rep_c136	SGN-L5100-AK246446.1|
loci2_rep_c136	SGN-L5100-U89764|
loci2_c137	SGN-L5339-AY935266|
loci2_c137	SGN-U598313-5339|
loci2_rep_c138	SGN-L1370-AJ312094|
loci2_rep_c138	SGN-U585865-1370|
loci2_c139	SGN-U568611-199|
loci2_c139	SGN-L199-Y14810|
loci2_c139	SGN-L199-AK246159.1|
loci2_c139	SGN-L199-DQ864755|
loci2_rep_c140	SGN-U577075-126|
loci2_rep_c140	SGN-L126-BT013155|
loci2_rep_c140	SGN-L126-X95098|
loci2_c141	SGN-L5186-BT013837|
loci2_c141	SGN-U584243-5186|
loci2_c141	SGN-L5186-L24029|
loci2_rep_c142	SGN-L93-AF275745|
loci2_rep_c142	SGN-U577312-93|
loci2_rep_c143	SGN-U570017-257|
loci2_rep_c143	SGN-L257-AJ849379|
loci2_rep_c143	SGN-L257-BT013888|
loci2_c144	SGN-L1532-AF365930|
loci2_c144	SGN-U566703-1532|
loci2_rep_c145	SGN-U578846-1386|
loci2_rep_c145	SGN-U578846-8214|
loci2_rep_c146	SGN-L5154-BT013254|
loci2_rep_c146	SGN-U580331-5154|
loci2_rep_c146	SGN-L5154-AY568717|
loci2_rep_c147	SGN-U569104-686|
loci2_rep_c147	SGN-L686-BT014136|
loci2_rep_c147	SGN-L686-AF428244|
loci2_rep_c147	SGN-U595503-686|
loci2_rep_c148	SGN-L17-AJ504807|
loci2_rep_c148	SGN-U580618-17|
loci2_rep_c148	SGN-L17-L29150|
loci2_rep_c148	SGN-L17-AK246396.1|
loci2_c149	SGN-L1033-AF088276|
loci2_c149	SGN-U564615-1033|
loci2_rep_c150	SGN-L447-AY359965|
loci2_rep_c150	SGN-U573229-447|
loci2_rep_c151	SGN-L5206-BT012732|
loci2_rep_c151	SGN-U578669-5206|
loci2_rep_c151	SGN-L5206-AF243522|
loci2_rep_c151	SGN-U578357-5206|
loci2_rep_c152	SGN-L1470-M60166|
loci2_rep_c152	SGN-U579151-1470|
loci2_rep_c153	SGN-L5164-AY034148|
loci2_rep_c153	SGN-U576037-5164|
loci2_rep_c153	SGN-L5164-EU408341.1|
loci2_c154	SGN-L5049-BT013429|
loci2_c154	SGN-U579858-5049|
loci2_c154	SGN-L5049-EU253956.1|
loci2_rep_c155	SGN-L852-U86662|
loci2_rep_c155	SGN-U573412-852|
loci2_rep_c156	SGN-U584032-1300|
loci2_rep_c156	SGN-L1300-X72729|
loci2_rep_c156	SGN-L1300-BT014285|
loci2_rep_c157	SGN-L1084-AY248741|
loci2_rep_c157	SGN-U575510-1084|
loci2_rep_c157	SGN-L1084-AY157317|
loci2_rep_c158	SGN-U576938-16|
loci2_rep_c158	SGN-L16-BT014368|
loci2_rep_c158	SGN-L16-AJ278332|
loci2_rep_c159	SGN-L876-U09025|
loci2_rep_c159	SGN-L876-U13681|
loci2_rep_c160	SGN-L646-BT012693|
loci2_rep_c160	SGN-U580213-646|
loci2_rep_c160	SGN-L646-U97257|
loci2_rep_c160	SGN-U590886-646|
loci2_c161	SGN-U563816-5247|
loci2_c161	SGN-L5247-DQ869244.1|
loci2_c161	SGN-U589271-5247|
loci2_c162	SGN-L485-AF118844|
loci2_c162	SGN-U577086-485|
loci2_rep_c163	SGN-U578346-668|
loci2_rep_c163	SGN-L668-AK246331.1|
loci2_rep_c163	SGN-L668-BT013572|
loci2_rep_c163	SGN-L668-X69980|
loci2_rep_c164	SGN-L5212-BT014189|
loci2_rep_c164	SGN-U577510-5212|
loci2_rep_c164	SGN-L5212-AF243520|
loci2_rep_c164	SGN-L5212-AH009615.1|
loci2_rep_c164	SGN-L5212-AF243521|
loci2_rep_c165	SGN-L484-AF118843|
